1470,Glenda,VIII,Samar,2014,TY,5,150,964.2,3,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,33,21878,439168666.7
82,Caloy,VIII,Northern Samar,2006,TY,7,160,981,3,542457,147,125731,53,91,106,74,79,813,11649,24424,57655,8987,11,1897,31967199
673,Pepeng,I,Ilocos Sur,2009,TY,10,195,978.5,3,649992,250,186000,18,59,101,92,121,642,20520,110882,5185,743,2,2521,1539735084
854,Juaning,V,Sorsogon,2011,STS,4,95,994.4,1,750902,354,158596,40,74,102,84,109,1145,10585,60491,51920,21070,2,0,60059225.73
456,Igme,I,Ilocos Sur,2008,TY,6,140,984.9,1,641510,247,170138,19,61,102,91,121,992,20628,107927,4856,804,2,0,0
697,Pepeng,CAR,Mt. Province,2009,TY,10,195,978.5,3,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,43,197,398969270
771,Bebeng,VIII,Samar,2011,TS,6,85,997,1,742565,123,163975,47,77,104,74,78,819,28383,38167,64684,5520,1,147,0
999,Sendong,VII,Negros Oriental,2011,TS,4,75,995.8,1,1300050,240,200310,44,63,102,87,105,1742,72012,83272,95938,10438,83,8082,0
1038,Gener,IV-A,Batangas,2012,TY,5,130,972,3,2499433,802,284000,19,56,100,95,242,2166,57792,391011,16845,4570,1,633,4365384
1618,Ruby,VIII,Samar,2014,TY,8,215,927,3,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,320,88397,410450000
501,Quinta,VI,Iloilo,2008,TS,3,85,1003.5,1,2149727,424,148641,25,60,104,83,86,1685,168798,199893,64107,4065,28,0,0
413,Frank,VIII,Leyte,2008,TY,6,160,988,3,1745613,267,147648,37,73,106,73,70,883,95835,158655,104789,11446,22,30934,176140470.8
1734,Lando,III,Nueva Ecija,2015,TY,8,185,943,0,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,33,12485,3718849000
690,Pepeng,V,Camarines Sur,2009,TY,10,195,978.5,2,1778472,323,152000,48,76,104,81,114,1103,54677,173772,105342,16905,4,1503,548998682
1232,Isang,I,Ilocos Sur,2013,TS,2,75,997,1,677063,261,194908,18,56,99,93,81,1217,20634,108537,5062,796,4,0,0
939,Pedring,IV-A,Rizal,2011,TY,5,140,976.2,3,2560028,2165,271818,7,54,100,94,240,2153,78120,389440,13841,4692,3,14,28644603
241,Dodong,CAR,Abra,2007,TS,2,75,994,1,230953,55,200696,26,69,105,88,56,580,13514,30175,1614,194,2,0,0
515,Dante,V,Sorsogon,2009,TY,5,140,991.8,2,730238,345,152000,39,79,104,81,114,1103,10954,65156,51535,21558,24,1936,412811143
587,Jolina,VII,Negros Oriental,2009,TS,4,75,991.5,1,1268147,234,184000,33,66,104,87,106,1640,75866,91494,95726,9810,6,2,5000000
1331,Santi,III,Zambales,2013,TY,5,150,976,3,795871,209,239665,17,59,98,92,173,1897,16670,129802,13984,2207,6,335,37497819.2
929,Pedring,III,Bataan,2011,TY,5,140,976.2,3,701530,511,245658,2,55,101,92,199,1948,11671,113492,9219,3253,2,2774,369913300
419,Frank,X,Lanao del Norte,2008,TY,6,160,988,0,873579,210,156863,44,76,102,86,109,1028,67638,65757,34349,2665,2,0,42388042.25
983,Ramon,IV-B,Romblon,2011,TS,5,55,1001.4,0,285679,186,165314,41,74,102,86,66,706,8497,25688,21211,3338,4,0,0
1439,Glenda,I,Pangasinan,2014,TY,5,150,964.2,3,2920475,536,197135,21,61,100,93,83,3267,108451,400680,49282,9296,2,0,1143000
845,Juaning,IV-A,Quezon,2011,STS,4,95,994.4,0,2013477,228,271818,28,65,102,94,240,2153,131288,268957,87894,44360,2,0,0
932,Pedring,III,Pampanga,2011,TY,5,140,976.2,3,2391911,1159,245658,7,56,101,92,199,1948,33878,392321,13189,8499,9,1181,2047543091
1435,Glenda,NCR,Metro Manila,2014,TY,5,150,964.2,3,12666191,20445,370275,4,46,101,95,162,470,344593,2139922,41695,20797,16,0,0
931,Pedring,III,Nueva Ecija,2011,TY,5,140,976.2,3,1993106,350,245658,27,57,102,92,199,1948,59465,300228,36811,8050,11,2847,4221688916
328,Lando,VII,Negros Oriental,2007,TY,10,130,998.3,2,1231904,227,156468,39,70,104,86,107,1479,71702,80420,93789,10488,1,0,200000
735,Juan,I,Ilocos Sur,2010,TY,6,225,988.7,3,658587,254,191816,18,57,101,92,123,807,20412,113918,5537,686,2,237,185149936.1
293,Hannah,VI,Iloilo,2007,TS,4,65,997.8,1,2110588,416,138958,23,60,104,82,85,1623,167867,189424,63084,3990,2,598,20477000
1403,Agaton,XIII,Dinagat Islands,2014,TD,4,55,1000,1,127082,155,167968,47,66,98,91,17,750,8130,7752,8024,576,8,22,20144000
254,Dodong,IV-A,Rizal,2007,TS,2,75,994,0,2298691,1944,222092,5,60,100,93,233,2156,80949,376906,11779,5118,6,0,1644000
925,Pedring,II,Nueva Vizcaya,2011,TY,5,140,976.2,3,427367,89,190217,18,58,102,93,92,1158,26631,53903,7844,459,5,1111,81995250.73
1747,Lando,CAR,Abra,2015,TY,8,185,943,3,241160,57,245161,23,62,96,91,23,677,13531,31049,1759,163,2,14,117762000
1000,Sendong,VII,Cebu,2011,TS,4,75,995.8,1,4256434,797,200310,24,64,102,87,105,1742,297071,446517,76223,10364,1,0,0
391,Frank,IV-A,Quezon,2008,TY,6,160,988,3,1916989,217,235161,31,71,105,94,232,2199,135212,282292,87723,38028,20,37570,132203948.3
1694,Ineng,II,Cagayan,2015,TY,6,180,964,3,1199320,128,190709,22,56,97,96,59,1132,51508,149516,28357,3991,4,4565,144145000
171,Paeng,II,Nueva Vizcaya,2006,TY,5,195,981.7,3,393272,82,142770,15,63,105,85,91,939,26825,50123,7695,484,11,291,176327187.3
1725,Lando,I,Pangasinan,2015,TY,8,185,943,3,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,22,64387,1188434000
112,Glenda,I,La Union,2006,TY,5,130,987.7,1,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,1,0,400000
1119,Ofel,IX,Zamboanga Sibugay,2012,TD,4,85,991,2,603601,173,162000,45,69,101,86,65,711,29658,19777,59459,1804,1,0,21542000
869,Kabayan,I,Pangasinan,2011,TY,9,175,970,0,2814367,516,197814,21,63,106,92,119,1018,108093,385045,50241,10244,1,0,0
786,Chedeng,CAR,Benguet,2011,TY,6,195,958.2,0,735916,260,243652,24,50,99,90,57,651,13565,175025,1547,1271,2,0,0
898,Mina,CAR,Abra,2011,TY,9,195,975.3,1,236005,56,243652,24,62,102,90,57,651,13538,30152,1771,184,7,118,76010000
893,Mina,III,Bulacan,2011,TY,9,195,975.3,1,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,2,0,0
506,Crising,IV-A,Quezon,2009,TD,3,55,1007.4,0,1951695,221,249000,30,68,104,94,236,2022,110331,267050,84976,16383,1,0,0
80,Caloy,VI,Iloilo,2006,TY,7,160,981,1,2083107,410,129905,22,61,104,82,86,1604,164316,180774,64552,4532,8,555,123401000
762,Bebeng,V,Camarines Sur,2011,TS,6,85,997,2,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,18,1092,864994064
20,Labuyo,II,Cagayan,2005,TY,5,95,998.9,2,1049382,112,136946,30,66,104,85,72,986,48690,122189,33362,4458,3,36,106663000
590,Kiko,I,Pangasinan,2009,TY,7,175,967.6,0,2734297,502,186000,22,65,106,92,121,642,108664,409864,48837,8567,1,0,0
1628,Seniang,VI,Antique,2014,TS,4,65,997,2,574631,210,185161,36,65,97,84,61,1942,29329,43956,33861,3145,8,6,0
876,Kabayan,IV-A,Cavite,2011,TY,9,175,970,0,3200176,2097,271818,3,52,98,94,240,2153,68301,530999,15902,5052,1,0,0
149,Milenyo,V,Albay,2006,TY,5,130,963.9,3,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,62,113342,1781911483
1355,Yolanda (Haiyan),V,Camarines Sur,2013,TY,3,235,910,4,1899395,345,156965,44,72,99,87,110,1183,54974,168140,104306,16363,10,1311,229331919.6
963,Quiel,I,Pangasinan,2011,TY,5,160,974.4,1,2814367,516,197814,21,63,106,92,119,1018,108093,385045,50241,10244,12,2678,95490000
1553,Mario,CAR,Benguet,2014,TY,5,105,982,2,777288,275,242328,24,51,95,91,54,647,12602,172423,1439,971,2,25,41841000
723,Basyang,III,Pampanga,2010,TY,4,120,995.9,2,2340355,1134,233003,7,57,102,92,198,1901,31297,430976,14601,4323,8,0,2400000
1845,Lawin,II,Isabela,2016,STY,4,225,970.1,5,1615204,123,190832,26,58,102,96,81,1130,59403,224179,29838,2497,2,63251,3183518000
643,Ondoy,IV-A,Cavite,2009,TS,4,110,989.5,1,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,11,2304,105900930
1767,Nona,IV-A,Cavite,2015,TY,7,150,963,0,3678301,2410,273155,3,49,101,95,208,2290,67869,560556,15697,4204,1,8,59000
393,Frank,IV-B,Marinduque,2008,TY,6,160,988,3,229032,240,129385,36,80,102,84,63,689,11994,29838,7743,686,2,15152,181789459.3
955,Pedring,CAR,Abra,2011,TY,5,140,976.2,1,236005,56,243652,24,62,102,90,57,651,13538,30152,1771,184,2,37,39440640
910,Pedring,NCR,Metro Manila,2011,TY,5,140,976.2,0,12053536,19456,371173,4,47,97,95,184,465,350258,2064904,48829,28680,2,0,0
546,Feria,IV-B,Romblon,2009,TS,4,75,993.6,0,282538,184,141000,42,79,103,84,65,725,9351,27675,20406,3220,1,639,0
1329,Santi,III,Pampanga,2013,TY,5,150,976,3,2498454,1210,239665,7,54,99,92,173,1897,33061,403932,13206,7647,4,3352,0
754,Juan,CAR,Ifugao,2010,TY,6,225,988.7,4,191078,73,230997,24,64,106,90,57,639,16245,18769,4182,117,2,391,544343446.3
1182,Quinta,VI,Aklan,2012,TS,2,75,994,2,551035,313,202000,25,60,100,84,89,1790,6226,42697,45841,11768,13,1605,129455486.4
472,Karen,II,Cagayan,2008,TY,5,140,988.7,3,1089697,116,167237,28,61,104,86,87,1001,51484,145877,28078,3922,20,12165,1057342379
1445,Glenda,III,Pampanga,2014,TY,5,150,964.2,3,2553493,1237,244331,7,53,98,92,167,1923,32859,406961,13421,7089,12,57,1594245000
1597,Ruby,IV-B,Romblon,2014,TY,8,215,927,3,290989,190,164121,41,72,99,86,21,882,9032,26950,20707,3255,7,265,96621000
1281,Maring,NCR,Metro Manila,2013,TS,4,105,982,1,12458589,20109,367420,4,46,100,95,182,469,347541,2123106,43865,23728,1,0,0
507,Crising,V,Camarines Norte,2009,TD,3,55,1007.4,0,533026,234,152000,42,74,105,81,114,1103,11233,53956,37816,9273,1,0,0
985,Ramon,VI,Iloilo,2011,TS,5,55,1001.4,0,2260220,445,186509,26,61,102,84,87,1766,167039,196025,64858,4349,5,0,0
52,Quedan,XIII,Surigao del Sur,2005,TD,3,55,1002.8,0,532923,108,107901,44,76,105,83,54,514,23362,18967,55944,3583,1,8,40532000
481,Karen,CAR,Mt. Province,2008,TY,5,140,988.7,2,150481,63,209648,25,73,106,89,55,599,7439,22537,1083,85,5,3,7559323
1216,Crising,XI,Davao Oriental,2013,TD,3,45,1004,1,542040,95,179758,50,66,99,86,105,1026,29047,23899,47824,2564,4,0,0
478,Karen,CAR,Abra,2008,TY,5,140,988.7,2,232206,55,209648,25,67,105,89,55,599,13521,30820,1680,171,4,370,27132295
189,Reming,IV-A,Batangas,2006,TY,6,195,964,3,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,2,1860,32218901
1220,Crising,XIII,Agusan del Sur,2013,TD,3,45,1004,1,682612,68,164175,54,71,98,92,18,733,41325,22848,57998,1700,1,0,0
603,Kiko,CAR,Mt. Province,2009,TY,7,175,967.6,0,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,5,1,0
583,Jolina,VI,Antique,2009,TS,4,75,991.5,1,535577,196,159000,44,73,105,83,86,1732,30111,45141,33311,3171,4,47,21786525
1546,Mario,IV-B,Occidental Mindoro,2014,TY,5,105,982,2,480322,82,164121,37,70,96,86,21,882,12878,45085,32504,3567,1,4,67289000
769,Bebeng,VIII,Leyte,2011,TS,6,85,997,1,1823348,279,163975,38,69,103,74,78,819,94685,154985,105861,11711,1,5,23500000
679,Pepeng,III,Bulacan,2009,TY,10,195,978.5,1,2889956,1038,221000,7,57,100,92,198,1773,52213,549175,14297,5628,1,0,331807120
222,Bebeng,IV-A,Quezon,2007,TY,3,175,961,1,1882900,213,222092,32,73,105,93,233,2156,165703,298404,90559,88269,14,0,0
1864,Lawin,CAR,Kalinga,2016,STY,4,225,970.1,5,214965,65,245538,23,68,102,91,52,662,13249,19236,3671,258,8,12556,908794166.7
1017,Ferdie,I,Pangasinan,2012,TD,2,150,950,1,2849301,523,204000,20,62,104,93,119,1021,108250,391651,49635,9964,2,0,0
662,Ondoy,CAR,Apayao,2009,TS,4,110,989.5,0,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,1,0,0
172,Paeng,II,Quirino,2006,TY,5,195,981.7,3,161372,70,142770,15,65,107,85,91,939,12897,17586,3724,405,16,5500,396524171.3
1888,Nina,V,Camarines Sur,2016,TY,5,185,986.6,0,1979674,359,159028,43,75,102,86,103,1169,54626,169617,104904,16685,3,32182,3007379500
208,Seniang,IV-B,Occidental Mindoro,2006,TY,6,130,992.8,3,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,5,3354,0
1488,Luis,II,Cagayan,2014,TY,4,130,972,3,1184025,126,189678,23,56,98,95,58,1128,51504,148996,28317,3981,1,1593,607000
1390,Agaton,IX,Zamboanga del Norte,2014,TD,4,55,1000,1,1000481,137,155103,59,68,97,86,41,612,53141,43584,92403,3922,4,0,0
1339,Vinta,II,Cagayan,2013,TY,3,130,972,2,1168926,124,187942,24,57,99,97,71,1135,51453,147576,28313,3968,2,0,185329584
861,Juaning,CAR,Ifugao,2011,STS,4,95,994.4,1,193367,74,243652,24,63,103,90,57,651,16082,16019,4298,166,5,0,14466710.32
979,Quiel,CAR,Mt. Province,2011,TY,5,160,974.4,0,154268,65,243652,24,65,103,90,57,651,7330,22227,1141,124,1,0,0
1844,Lawin,II,Cagayan,2016,STY,4,225,970.1,5,1214812,129,190832,22,60,102,96,81,1130,51455,148930,28439,3997,118,136324,4944763000
972,Quiel,III,Tarlac,2011,TY,5,160,974.4,0,1291279,424,245658,17,59,102,92,199,1948,30304,203879,19208,4023,6,280,0
584,Jolina,VI,Negros Occidental,2009,TS,4,75,991.5,1,2895105,362,159000,30,64,105,83,86,1732,190616,282616,122567,8905,2,110,11396376.34
1056,Gener,Vi,Negros Occidental,2012,TY,5,130,972,3,2967451,371,202000,32,63,101,84,89,1790,189426,267424,123001,8881,2,0,0
934,Pedring,III,Zambales,2011,TY,5,140,976.2,3,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,14,6617,370209902.8
34,Quedan,IV-B,Palawan,2005,TD,3,55,1002.8,1,851082,50,106927,37,86,108,83,57,753,41881,49636,126122,4252,9,11,0
1714,Kabayan,III,Aurora,2015,STS,3,95,985,2,214336,68,247164,27,65,95,92,168,1910,11421,22705,7421,587,2,522,1176000
126,Henry,III,Pampanga,2006,TS,6,95,995.7,1,2176175,1054,197640,3,61,103,90,201,1866,35472,368864,12695,10905,4,0,33207318
1268,Maring,IV-A,Cavite,2013,TS,4,105,982,1,3430920,2248,266244,3,51,99,95,212,2568,68394,552896,15684,4503,10,630,72530810.25
521,Emong,II,Isabela,2009,TY,4,150,997.5,2,1459662,111,181000,29,58,104,88,89,1052,59354,229833,29330,2507,8,7,61858750
12,Labuyo,CAR,Benguet,2005,TY,5,95,998.9,1,646800,229,177694,26,57,98,87,57,549,14496,163349,1867,1672,3,0,9113000
69,Caloy,V,Albay,2006,TY,7,160,981,3,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,3,7158,609262027.8
1751,Lando,CAR,Kalinga,2015,TY,8,185,943,3,212680,65,245161,23,63,93,91,23,677,13232,19329,3671,255,1,498,342361000
1559,Queenie,VII,Bohol,2014,TS,3,85,997,1,1301660,273,199404,39,67,98,87,53,1779,74268,133441,39054,3191,3,913,0
281,Egay,IV-A,Laguna,2007,TY,6,215,994.1,0,2473530,1290,222092,6,57,98,93,233,2156,78006,440668,7934,5992,2,0,0
572,Isang,IV-A,Cavite,2009,TS,5,95,983.3,0,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,2,0,0
680,Pepeng,III,Pampanga,2009,TY,10,195,978.5,1,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,8,51,727174660
672,Pepeng,I,Ilocos Norte,2009,TY,10,195,978.5,3,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,6,2575,1955376672
382,Frank,III,Bataan,2008,TY,6,160,988,3,670491,488,212922,2,58,102,92,197,1795,11674,115739,8978,3154,2,68,64125630.82
1266,Maring,III,Zambales,2013,TS,4,105,982,1,795871,209,239665,17,59,98,92,173,1897,16670,129802,13984,2207,3,3,23012914.42
1772,Nona,IV-B,Oriental Mindoro,2015,TY,7,150,963,3,844059,199,166983,31,65,97,86,23,832,24973,89650,42993,5762,22,142431,1176011000
480,Karen,CAR,Apayao,2008,TY,5,140,988.7,3,106551,24,209648,25,67,108,89,55,599,8683,10213,2455,214,1,299,54830063
924,Pedring,II,Isabela,2011,TY,5,140,976.2,3,1509872,115,190217,26,56,102,93,92,1158,59519,214517,30612,2465,10,11842,630323257.8
407,Frank,VII,Bohol,2008,TY,6,160,988,1,1238393,259,169677,45,74,103,87,107,1622,74722,130520,38613,3142,2,3,64196975.59
331,Lando,VIII,Eastern Samar,2007,TY,10,130,998.3,1,405114,87,136249,53,84,108,74,72,835,19148,28538,34062,1966,1,0,0
1027,Gener,I,Ilocos Sur,2012,TY,5,130,972,3,670848,258,204000,17,57,100,93,119,1021,20700,107462,5072,820,4,0,52724203.5
636,Ondoy,III,Bulacan,2009,TS,4,110,989.5,2,2889956,1038,221000,7,57,100,92,198,1773,52213,549175,14297,5628,50,980,1149771828
1770,Nona,IV-B,Romblon,2015,TY,7,150,963,3,292781,191,166983,41,71,98,86,23,832,9098,27057,20670,3260,5,6601,13018000
789,Dodong,III,Zambales,2011,TS,2,65,1004.3,0,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,1,0,0
1244,Labuyo,IV-A,Quezon,2013,TY,3,175,914,2,2067430,234,266244,29,64,99,95,212,2568,127172,273750,86807,39586,1,0,0
659,Ondoy,XII,Sultan Kudarat,2009,TS,4,110,989.5,1,722976,135,154000,52,65,105,79,106,972,41654,53025,61604,1891,3,109,0
427,Frank,XII,Sultan Kudarat,2008,TY,6,160,988,0,699642,130,139277,52,67,106,78,103,957,40244,48681,59032,1867,2,405,72640042.25
965,Quiel,II,Isabela,2011,TY,5,160,974.4,1,1509872,115,190217,26,56,102,93,92,1158,59519,214517,30612,2465,16,14499,152000000
1461,Glenda,V,Camarines Sur,2014,TY,5,150,964.2,3,1925786,349,158206,44,71,98,86,54,1164,54754,169648,104753,16599,24,153525,3814250333
220,Seniang,VIII,Samar,2006,TY,6,130,992.8,3,687161,114,125731,40,86,108,74,79,813,25956,34661,65829,5848,8,9952,56400000
1778,Nona,V,Camarines Sur,2015,TY,7,150,963,3,1952544,354,158941,43,70,96,86,51,1174,54633,170211,104967,16717,1,75,312991000
1373,Yolanda (Haiyan),VIII,Samar,2013,TY,3,235,910,4,761287,126,162988,46,73,99,74,42,865,29427,39822,64150,5348,2657,18315,4776309654
905,Mina,IX,Zamboanga del Norte,2011,TY,9,195,975.3,0,968446,133,155763,59,68,103,84,66,699,51300,41118,91380,3881,1,0,0
1061,Gener,X,Misamis Oriental,2012,TY,5,130,972,3,1473579,416,190000,23,64,100,92,108,1036,104695,132967,37315,3080,1,37,0
700,Pepeng,CAR,Ifugao,2009,TY,10,195,978.5,2,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,1,0,158874574
1797,Butchoy,IV-B,Occidental Mindoro,2016,TY,4,220,925,0,494611,85,167400,37,73,104,87,56,857,12838,45070,32519,3583,1,0,0
93,Florita,III,Bulacan,2006,TY,5,120,982.8,0,2729554,981,197640,7,61,101,90,201,1866,55401,480989,12471,9622,2,0,0
1075,Helen,I,La Union,2012,TS,4,85,991,2,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,5,4,13147220.22
604,Kiko,NCR,Metro Manila,2009,TY,7,175,967.6,0,11752401,18970,356000,4,49,96,94,195,449,339984,2183588,36475,13938,1,0,0
1018,Ferdie,I,La Union,2012,TD,2,150,950,1,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,2,0,0
223,Bebeng,IV-B,Palawan,2007,TY,3,175,961,1,892660,52,118726,34,89,109,84,60,682,46503,59177,126456,4001,2,0,0
141,Milenyo,IV-A,Laguna,2006,TY,5,130,963.9,3,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,458,44499,757415268
1592,Ruby,IV-A,Rizal,2014,TY,8,215,927,3,2799518,2367,270555,7,53,100,95,211,2011,76796,410575,14884,4250,1,0,81888000
268,Egay,I,La Union,2007,TY,6,215,994.1,1,720972,481,155630,27,61,102,91,118,1016,33830,112688,3171,777,1,1,0
1099,Marce,IV-A,Batangas,2012,TS,3,95,987,1,2499433,802,284000,19,56,100,95,242,2166,57792,391011,16845,4570,1,0,0
822,Falcon,V,Catanduanes,2011,TS,5,195,979.9,1,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,7,0,0
564,Feria,X,Misamis Oriental,2009,TS,4,75,993.6,0,1377196,389,165000,29,67,105,87,109,1035,107140,142213,38398,2791,2,0,0
1006,Sendong,XI,Compostela Valley,2011,TS,4,75,995.8,0,696710,153,184178,37,62,107,84,108,982,72844,40579,21589,1536,5,18,0
201,Reming,V,Sorsogon,2006,TY,6,195,964,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,35,24502,236533685.2
821,Falcon,V,Albay,2011,TS,5,195,979.9,1,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,1,29,46762630
1412,Basyang,VIII,Southern Leyte,2014,TS,3,45,1004,2,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,1,0,3047333.33
