#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL,POP,DEN,AI,PR,DR,SR,FLR,HP,HS,HMA,HMB,HMC,HMD,CASUALTIES,DAMAGED HOUSES,DAMAGED PROPERTIES
586,Nando,IV-A,Cavite,2009,2,2,65,995.6,0,3010661.28,1972.548471,249000,3.2,54.30112971,97,93.79809319,236,2022,67688.36554,574033.058,15593.25785,3702.059974,0,1,0
587,Nando,IV-A,Laguna,2009,2,2,65,995.6,0,2602735.147,1349.805338,249000,8.4,54.30112971,98,93.79809319,236,2022,73274.85392,494717.7232,8290.687328,2637.642715,0,1,0
987,Gener,VII,Bohol,2012,4,5,130,972,3,1278182.234,267.8212421,209000,36.8,67.78397429,100.5567037,87.1595488,105,1764,74531.05517,130180.5259,38918.62378,3226.262225,0,1,0
986,Gener,VII,Cebu,2012,4,5,130,972,3,4347453.984,813.8251561,209000,22.7,63.1923724,100.5567037,87.1595488,105,1764,297843.0973,456837.5903,75296.96969,9662.119168,0,1,0
1428,Mario,V,Camarines Norte,2014,4,5,105,982,2,574999.7985,252.4220668,158205.7562,33.27133764,69.39544137,97.73606422,85.61837609,54,1164,11302.34297,52613.07514,37714.79177,9065.018019,0,1,0
1429,Mario,V,Camarines Sur,2014,4,5,105,982,2,1925785.989,349.3869607,158205.7562,43.64242268,70.78231719,97.54918702,85.61837609,54,1164,54753.84416,169647.9825,104752.7088,16599.3094,0,1,0
517,Feria,VI,Aklan,2009,2,4,75,993.6,1,521833.5734,296.445818,159000,44.7,64.16615355,103,83.03538589,86,1732,6882.522986,45616.27405,46311.75782,11762.32443,0,1,0
515,Feria,VI,Antique,2009,2,4,75,993.6,1,535576.7896,196.1338388,159000,44.3,72.5308628,105,83.03538589,86,1732,30110.50319,45140.71303,33311.47493,3170.72872,0,1,0
519,Feria,VI,Capiz,2009,2,4,75,993.6,1,713627.152,275.038985,159000,29,66.20916197,104,83.03538589,86,1732,54736.01388,63091.41308,32721.93477,2047.296154,0,1,0
518,Feria,VI,Iloilo,2009,2,4,75,993.6,1,2189591.239,431.3632519,159000,26.6,60.6648284,103,83.03538589,86,1732,169734.4824,210941.3759,65147.22096,4141.242371,0,1,0
516,Feria,VI,Negros Occidental,2009,2,4,75,993.6,1,2895105.48,361.6698268,159000,30.4,63.66491533,105,83.03538589,86,1732,190616.1346,282615.862,122567.2141,8905.092684,0,1,0
85,Caloy,NCR,Metro Manila,2006,4,7,160,981,1,11302020.36,18242.59993,310860,4.7,50,96,94.23954198,222,20,360363.8465,1944143.336,60503.94251,42013.58182,0,1,0
167,Paeng,I,Ilocos Sur,2006,4,5,195,981.7,3,627423.8809,241.688706,142358,20.8,63,102,90.21026431,123,978,21093.63466,101011.7182,5132.444316,962.4395079,0,1,0
165,Paeng,I,La Union,2006,4,5,195,981.7,3,711611.3308,474.6353789,142358,26,62,102,90.21026431,123,978,33976.51124,107636.1106,3500.515542,811.0415164,0,1,0
166,Paeng,I,Pangasinan,2006,4,5,195,981.7,3,2614120.387,479.6031965,142358,28.7,68,103,90.21026431,123,978,107521.7194,359752.5894,51612.88812,11848.49263,0,1,0
231,Dodong,I,Ilocos Norte,2007,2,2,75,994,1,547284,160,155630,16.63749568,60,102,90.75349652,118,1016,11958,97074,5049,1271,0,1,0
232,Dodong,I,Ilocos Sur,2007,2,2,75,994,1,633138,244,155630,19.85798058,63,102,90.75349652,118,1016,20737,105050,4547,870,0,1,0
234,Dodong,I,La Union,2007,2,2,75,994,1,720972,481,155630,27.05648896,61,102,90.75349652,118,1016,33830,112688,3171,777,0,1,0
233,Dodong,I,Pangasinan,2007,2,2,75,994,1,2645395,484,155630,26.38494656,68,103,90.75349652,118,1016,107895,374688,49442,11772,0,1,0
284,Ineng,CAR,Benguet,2007,4,7,185,991,1,674459,239,200696,25.69647032,53,96,88.4267081,56,580,16088,199901,1570,1915,0,1,0
286,Ineng,CAR,Ifugao,2007,4,7,185,991,1,180815,69,200696,25.69647032,68,108,88.4267081,56,580,16478,15369,4014,171,0,1,0
285,Ineng,CAR,Kalinga,2007,4,7,185,991,1,182326,56,200696,25.69647032,73,105,88.4267081,56,580,14083,16925,3342,295,0,1,0
469,Tonyo,XII,South Cotabato,2008,1,4,55,1003.3,1,1319236.151,307.7466784,139277,31.63329823,65.63921597,106,78.3,103,957,79322.15482,145400.9075,57619.42932,2456.922038,0,1,0
580,Maring,IV-A,Laguna,2009,1,3,55,999.7,0,2602735.147,1349.805338,249000,8.4,54.30112971,98,93.79809319,236,2022,73274.85392,494717.7232,8290.687328,2637.642715,0,1,0
820,Kabayan,IV-A,Batangas,2011,4,9,175,970,0,2437650.254,782.5396875,271818,18.34429831,57.1769713,100.5967935,94.39713371,240,2153,58261.07004,384080.0609,16896.16251,4728.813998,0,1,0
821,Kabayan,IV-A,Cavite,2011,4,9,175,970,0,3200176.436,2096.716485,271818,3.331981674,52.17469412,97.78712148,94.39713371,240,2153,68301.07802,530998.6801,15901.98165,5052.40675,0,1,0
822,Kabayan,IV-A,Rizal,2011,4,9,175,970,0,2560027.504,2164.653536,271818,6.839946536,54.38646359,100,94.39713371,240,2153,78120.0492,389440.1095,13841.30302,4692.203965,0,1,0
1022,Karen,VIII,Samar,2012,4,4,185,943,0,751867.4876,124.3160976,166000,50,75.26888295,101.3569691,73.5609432,77,819,28931.10377,39084.97701,64390.20973,5419.092912,0,1,0
1023,Karen,VIII,Southern Leyte,2012,4,4,185,943,0,408032.9449,226.5012517,166000,43.3,64.36993004,101.305472,73.5609432,77,819,24902.74845,43715.62112,13927.51805,1840.142826,0,1,0
1047,Ofel,VIII,Biliran,2012,1,4,85,991,2,165631.0458,309.0073801,166000,27.5,72.78508128,100.7229639,73.5609432,77,819,7791.398871,14617.9803,9025.719371,1014.007441,0,1,0
1048,Ofel,VIII,Eastern Samar,2012,1,4,85,991,2,443798.5855,96.11938627,166000,63.7,73.11858725,101.7296225,73.5609432,77,819,20015.10308,30258.3356,33135.32762,1991.232401,0,1,0
1044,Ofel,VIII,Leyte,2012,1,4,85,991,2,1858191.505,284.2505774,166000,39.2,67.95543028,101.0222025,73.5609432,77,819,95707.27089,158178.1518,105137.3829,11503.50413,0,1,0
1045,Ofel,VIII,Samar,2012,1,4,85,991,2,751867.4876,124.3160976,166000,50,75.26888295,101.3569691,73.5609432,77,819,28931.10377,39084.97701,64390.20973,5419.092912,0,1,0
1046,Ofel,VIII,Southern Leyte,2012,1,4,85,991,2,408032.9449,226.5012517,166000,43.3,64.36993004,101.305472,73.5609432,77,819,24902.74845,43715.62112,13927.51805,1840.142826,0,1,0
1154,Fabian,IV-B,Occidental Mindoro,2013,1,2,55,1000,0,473333.1909,80.89658353,159496.7647,36.99273107,70.18470083,98.36560789,86.9,64,782,12911.15893,44701.38,32437.79056,3541.889106,0,1,0
1153,Fabian,IV-B,Palawan,2013,1,2,55,1000,0,1059091.418,62.18700986,159496.7647,28.61067,71.57337752,98.09394452,86.9,64,782,42207.66452,58835.92778,119632.1373,4528.875775,0,1,0
1539,Egay,IV-B,Palawan,2015,3,6,95,987,0,1104585,65,166982.8119,27.71775878,70,92,86.49483253,23,832,41168.91544,58680.03818,118023.9238,4660.344504,0,1,0
1548,Hanna,VI,Guimaras,2015,4,4,195,938,0,174613,285,188399.7134,23.78814281,56,95,84.50383343,62,1859,11398.62107,14796.61773,7190.022608,329.5930922,0,1,0
1546,Hanna,VI,Iloilo,2015,4,4,195,938,0,2384415,470,188399.7134,26.32047573,60,97,84.50383343,62,1859,168842.4591,206345.1739,65081.09479,4213.434584,0,1,0
1547,Hanna,VI,Negros Occidental,2015,4,4,195,938,0,3059136,382,188399.7134,31.71923213,62,95,84.50383343,62,1859,189970.8026,276196.3908,122802.9374,8967.769789,0,1,0
1664,Cardina,II,Cagayan,2016,2,4,105,982,2,1214812.116,129.2618714,190832.1964,21.95589508,59.71636904,101.7141787,95.91439815,80.54545455,1129.75,51455.22494,148930.4446,28438.64581,3996.871758,0,1,0
1665,Cardina,II,Isabela,2016,2,4,105,982,2,598659.1299,121.3654043,170607.7858,40.88499869,69.89667179,102.5693625,91.19435101,46.27272727,745.8285984,25773.54935,23437.65842,56904.80992,3727.522455,0,1,0
1728,Marce,IV-B,Oriental Mindoro,2016,2,6,85,999.5,0,856262.3529,202.0258573,167400.1331,31.23591552,73.19124064,102.3459011,86.56259713,55.81818182,857,24920.53731,89292.78931,42995.83094,5781.929456,0,1,0
1729,Marce,IV-B,Romblon,2016,2,6,85,999.5,0,294584.0382,192.1054082,167400.1331,40.90979095,78.7618308,101.9909528,86.56259713,55.81818182,857,9055.607659,26953.98085,20713.84778,3266.194785,0,1,0
1736,Marce,VIII,Leyte,2016,2,6,85,999.5,1,2004352.127,306.6090056,164224.2099,38.33635456,70.61592238,102.5812324,73.66134037,66.18181818,865,97044.99025,162198.9943,104502.2493,11256.48422,0,1,0
1337,Glenda,I,Ilocos Norte,2014,4,5,150,964.2,3,587981.248,171.9872023,197134.5516,11.56860899,55.39430562,99.39680631,92.65790684,83,3267,11538.26585,100642.5767,5356.491948,1293.656529,0,1,0
1339,Glenda,I,Ilocos Sur,2014,4,5,150,964.2,3,683336.6138,263.2267387,197134.5516,17.59748868,56.19858655,98.59278518,92.65790684,83,3267,20616.90986,109118.7086,5147.793736,783.8883396,0,1,0
1340,Glenda,I,La Union,2014,4,5,150,964.2,3,777492.7344,518.5774067,197134.5516,22.20648085,55.69075655,99.92303387,92.65790684,83,3267,32939.96405,117309.0064,3474.550844,543.9087655,0,1,0
1338,Glenda,I,Pangasinan,2014,4,5,150,964.2,3,2920475.126,535.8089905,197134.5516,21.10075184,61.39485499,99.92303387,92.65790684,83,3267,108451.2545,400680.0879,49282.17295,9295.640491,0,1,0
1176,Labuyo,V,Albay,2013,4,3,175,914,2,1281642.955,497.7428163,156964.605,38.82353825,66.57139387,99.97019409,87.1,110,1183,27635.9717,140686.7195,56107.76681,18043.74015,0,1,0
1178,Labuyo,V,Camarines Norte,2013,4,3,175,914,2,566805.0743,248.8246234,156964.605,34.97707011,69.79314903,99.50352343,87.1,110,1183,11323.00826,52091.92155,37676.82152,8955.72973,0,1,0
1179,Labuyo,V,Camarines Sur,2013,4,3,175,914,2,1899394.674,344.5988995,156964.605,44.49393815,71.57337752,99.12337383,87.1,110,1183,54973.86642,168140.4135,104306.3218,16362.97948,0,1,0
1180,Labuyo,V,Catanduanes,2013,4,3,175,914,2,254996.4445,170.890819,156964.605,31.41092198,73.95981019,98.88032446,87.1,110,1183,10015.48062,24632.90053,10781.63465,1730.8468,0,1,0
1177,Labuyo,V,Sorsogon,2013,4,3,175,914,2,771639.0113,364.1507172,156964.605,39.99727756,71.34014041,99.12337383,87.1,110,1183,10796.82443,62950.25096,51570.18294,21251.64577,0,1,0
421,Igme,I,Ilocos Norte,2008,4,6,140,984.9,2,554109.5208,162.0795673,170138,15.6387719,58.98285435,102,91.3,121,992,11657.51242,99576.91144,5196.640674,1275.649636,0,1,0
420,Igme,I,Ilocos Sur,2008,4,6,140,984.9,1,641509.8138,247.1147203,170138,18.95862465,60.93291918,102,91.3,121,992,20628.09574,107926.5153,4855.584063,803.7497922,0,1,0
419,Igme,I,La Union,2008,4,6,140,984.9,1,727883.5315,485.4887223,170138,28.15590749,61.65951057,104,91.3,121,992,33249.42683,115991.541,3325.969772,602.3517865,0,1,0
488,Emong,II,Batanes,2009,4,4,150,997.5,2,16391.28657,80.6578416,181000,14.4,69.30801179,101,88.21364634,89,1052.191047,178.7234789,3536.648571,181.4934188,274.3340359,0,1,0
487,Emong,II,Cagayan,2009,4,4,150,997.5,2,1107095.975,117.8003542,181000,27.8,59.62094365,103,88.21364634,89,1052.191047,51823.43506,153031.8434,27867.08212,3952.755607,0,1,0
485,Emong,II,Isabela,2009,4,4,150,997.5,2,1459662.239,111.4071644,181000,28.9,57.93254147,104,88.21364634,89,1052.191047,59353.64887,229833.3811,29330.33626,2506.916755,0,1,0
486,Emong,II,Quirino,2009,4,4,150,997.5,2,172280.1315,74.26956169,181000,15.6,60.62168438,106,88.21364634,89,1052.191047,13027.26566,21213.56385,3598.731117,232.5315793,0,1,0
1730,Marce,VI,Aklan,2016,2,6,85,999.5,0,574823,327,188399.7134,30.28967553,59,96,84.50383343,62,1859,6645.542181,44376.37366,46131.45436,11782.63875,0,1,0
1731,Marce,VI,Antique,2016,2,6,85,999.5,0,589487.8618,215.876639,188872.3744,34.62235125,72.36310843,102.0612905,84.55332404,79.63636364,1900.5,29369.5284,43983.66039,33834.41993,3163.246018,0,1,0
1732,Marce,VI,Capiz,2016,2,6,85,999.5,0,770009.3615,296.7692479,188872.3744,28.15079281,65.72398368,101.8959969,84.55332404,79.63636364,1900.5,54267.61921,61105.76159,33012.62124,2113.174386,0,1,0
1733,Marce,VI,Iloilo,2016,2,6,85,999.5,0,2416515.843,476.0688267,188872.3744,26.31742953,60.72633774,101.6232696,84.55332404,79.63636364,1900.5,168693.7886,205579.1402,65070.07376,4225.46662,0,1,0
1734,Marce,VI,Negros Occidental,2016,2,6,85,999.5,1,3090322.992,386.0572919,188872.3744,31.73558369,63.54282744,102.5090669,84.55332404,79.63636364,1900.5,189863.2473,275126.4789,122842.2246,8978.215974,0,1,0
38,Quedan,V,Albay,2005,1,3,55,1002.8,0,1158841.189,450.051143,119539,36.30054595,78,104,80.01993999,124,1096,24996.25014,119425.1252,59344.09323,19614.59315,0,1,0
37,Quedan,V,Camarines Norte,2005,1,3,55,1002.8,0,501073.5934,219.9688285,119539,40.86928143,79,105,80.01993999,124,1096,11787.30791,44246.54915,37093.95516,8090.319119,0,1,0
36,Quedan,V,Camarines Sur,2005,1,3,55,1002.8,0,1651890.374,299.6952727,119539,47.76671308,81,105,80.01993999,124,1096,52764.57111,142982.3038,103927.1046,16062.82918,0,1,0
39,Quedan,V,Catanduanes,2005,1,3,55,1002.8,0,227646.5647,152.561766,119539,46.56248232,87,105,80.01993999,124,1096,10169.99363,21145.51197,10978.65368,1602.405661,0,1,0
35,Quedan,V,Sorsogon,2005,1,3,55,1002.8,0,692248.1775,326.6847148,119539,41.85353111,86,105,80.01993999,124,1096,9818.776777,51955.49265,53395.40897,20559.91205,0,1,0
118,Glenda,III,Bataan,2006,4,5,130,987.7,1,646104.3855,470.5854313,197640,1.2,59,102,89.98366725,201,1866,11894.68753,107030.0747,9107.197888,3862.118744,0,1,0
113,Glenda,III,Bulacan,2006,4,5,130,987.7,1,2729553.946,980.5524128,197640,7.3,61,101,89.98366725,201,1866,55401.44655,480988.7388,12471.08228,9621.95961,0,1,0
116,Glenda,III,Nueva Ecija,2006,4,5,130,987.7,1,1816372.988,319.2393589,197640,26.5,63,103,89.98366725,201,1866,60427.01877,280239.3066,37492.78477,9905.126602,0,1,0
115,Glenda,III,Pampanga,2006,4,5,130,987.7,1,2176174.782,1054.046945,197640,2.7,61,103,89.98366725,201,1866,35472.1837,368863.5226,12695.20456,10905.21023,0,1,0
117,Glenda,III,Tarlac,2006,4,5,130,987.7,1,1216849.23,399.4266287,197640,18.1,65,104,89.98366725,201,1866,30611.43395,190833.6278,20345.60293,4869.28626,0,1,0
114,Glenda,III,Zambales,2006,4,5,130,987.7,1,706341.2866,185.1314523,197640,23.6,64,104,89.98366725,201,1866,16457.85534,120533.8968,13883.2936,2101.667973,0,1,0
258,Egay,IV-A,Batangas,2007,4,6,215,994.1,1,2245869,720,222092,15.2489649,63,101,92.87161008,233,2156,58986,375336,15641,5027,0,1,0
259,Egay,IV-A,Cavite,2007,4,6,215,994.1,1,2856765,1802,222092,2.180544711,57,97,92.87161008,233,2156,70504,519390,15662,5894,0,1,0
260,Egay,IV-A,Laguna,2007,4,6,215,994.1,1,2473530,1290,222092,6.333856528,57,98,92.87161008,233,2156,78006,440668,7934,5992,0,1,0
261,Egay,IV-A,Rizal,2007,4,6,215,994.1,1,2298691,1944,222092,4.541250343,60,100,92.87161008,233,2156,80949,376906,11779,5118,0,1,0
422,Igme,CAR,Abra,2008,4,6,140,984.9,1,232206.1877,55.29087361,209648,25.39648411,66.58298946,105,89.2,55,599,13520.99638,30820.42946,1679.936307,171.4889282,0,1,0
452,Nina,IV-B,Romblon,2008,4,5,175,983.2,1,281152.5298,183.3463952,129385,43.25566473,84.0647177,104,83.9,63,689,8636.181762,26305.32203,20933.45858,3228.974868,0,1,0
1019,Igme,X,Misamis Oriental,2012,4,8,165,1000.2,2,1473578.651,415.7577902,190000,23.4,64.19249172,100.4435201,92.32108835,108,1036,104695.0942,132966.9836,37314.60612,3079.744767,0,1,0
1065,Pablo,I,La Union,2012,4,8,185,943,3,759490.9641,506.5704632,204000,18.5,59.23274147,103.883048,92.65748636,119,1021,33197.02621,115361.3266,3441.090596,610.6123709,0,1,0
1066,Pablo,I,Pangasinan,2012,4,8,185,943,3,2849301.287,522.7509842,204000,20.4,62.19224923,103.883048,92.65748636,119,1021,108250.351,391650.5978,49634.70292,9963.561349,0,1,0
1203,Maring,IV-B,Occidental Mindoro,2013,2,4,105,982,1,473333.1909,80.89658353,159496.7647,36.99273107,70.18470083,98.36560789,86.9,64,782,12911.15893,44701.38,32437.79056,3541.889106,0,1,0
1204,Maring,IV-B,Oriental Mindoro,2013,2,4,105,982,1,820171.5778,193.5106285,159496.7647,32.62121929,66.18378173,99.74161048,86.9,64,782,24789.8412,88259.13259,42789.73669,5806.979734,0,1,0
1205,Maring,IV-B,Romblon,2013,2,4,105,982,1,289207.9632,188.5995391,159496.7647,41.19735687,72.57374169,99.97019409,86.9,64,782,8881.02378,26671.5673,20817.1196,3252.75835,0,1,0
1421,Mario,IV-A,Batangas,2014,4,5,105,982,2,2627734.864,843.5610549,270555.4324,18.27360112,54.77729807,99.39680631,94.69840694,211,2011,57159.27065,399937.8485,17131.84574,4343.212407,0,1,0
1422,Mario,IV-A,Cavite,2014,4,5,105,982,2,3552457.817,2327.526939,270555.4324,3.324158049,49.77508816,100.187017,94.69840694,211,2011,68042.20752,558480.8888,15687.25292,4270.931967,0,1,0
1423,Mario,IV-A,Laguna,2014,4,5,105,982,2,2958240.671,1534.174176,270555.4324,7.112283057,49.77508816,99.59676105,94.69840694,211,2011,74153.21001,481145.6099,8278.899462,3471.935736,0,1,0
1425,Mario,IV-A,Quezon,2014,4,5,105,982,2,2094947.086,237.413329,270555.4324,28.34967226,62.7801196,97.54918702,94.69840694,211,2011,120749.7264,269641.1118,86181.70087,31472.69479,0,1,0
1424,Mario,IV-A,Rizal,2014,4,5,105,982,2,2799517.821,2367.156657,270555.4324,6.977999103,52.58661459,100,94.69840694,211,2011,76795.54004,410575.2411,14884.1272,4249.924198,0,1,0
1426,Mario,IV-B,Occidental Mindoro,2014,4,5,105,982,2,480322.0003,82.09102924,164120.9558,37.26591383,69.58982941,95.64518563,86.29295886,21,882,12878.18542,45084.61,32504.25565,3567.203957,0,1,0
1427,Mario,IV-B,Romblon,2014,4,5,105,982,2,290988.9975,189.7609948,164120.9558,41.02169608,71.78255819,98.9801951,86.29295886,21,882,9031.861077,26949.66185,20707.47287,3255.218075,0,1,0
1542,Egay,CAR,Abra,2015,3,6,95,987,2,241160,57,245160.6045,23.48177877,62,96,90.93116131,23,676.5,13531.47338,31048.7458,1758.751739,162.9172789,0,1,0
1541,Egay,CAR,Apayao,2015,3,6,95,987,2,119184,26,245160.6045,23.48177877,58,92,90.93116131,23,676.5,8729.981174,10390.7824,2609.938214,208.8029164,0,1,0
1540,Egay,CAR,Benguet,2015,3,6,95,987,0,791590,280,245160.6045,23.48177877,51,93,90.93116131,23,676.5,12410.48439,170588.541,1433.474039,941.849172,0,1,0
1543,Egay,CAR,Kalinga,2015,3,6,95,987,2,212680,65,245160.6045,23.48177877,63,93,90.93116131,23,676.5,13232.39113,19329.30447,3671.432185,254.860608,0,1,0
1544,Egay,CAR,Mt. Province,2015,3,6,95,987,2,154590,65,245160.6045,23.48177877,62,94,90.93116131,23,676.5,7361.310664,23098.56143,1115.419014,84.89877934,0,1,0
1650,Onyok,XIII,Agusan del Norte,2015,1,3,55,1000,1,691566,202,170288.0749,37.90002068,67,94.16736044,91.05204215,17,741.6571968,39464.56298,40191.97252,42637.69396,3309.23,0,1,0
1649,Onyok,XIII,Agusan del Sur,2015,1,3,55,1000,1,700653,70,170288.0749,51.54054727,71,91.903995,91.05204215,17,741.6571968,41775.87018,23441.76657,58463.45789,1687.102486,0,1,0
1651,Onyok,XIII,Dinagat Islands,2015,1,3,55,1000,1,127152,156,170288.0749,46.35713557,66,96.26462507,91.05204215,17,741.6571968,8113.946108,7832.890308,8025.992385,574.5846207,0,1,0
1652,Onyok,XIII,Surigao del Norte,2015,1,3,55,1000,1,485088,248,170288.0749,46.35713557,62,95.89858736,91.05204215,17,741.6571968,15762.53066,36821.16409,31430.93941,4288.167953,0,1,0
1653,Onyok,XIII,Surigao del Sur,2015,1,3,55,1000,1,592250,120,170288.0749,40.93465029,66,93.94822589,91.05204215,17,741.6571968,25827.80847,23539.89776,56929.09887,3731.188696,0,1,0
1206,Maring,CAR,Abra,2013,2,4,105,982,1,238568.3489,56.80577488,237662.3731,23.93772172,62,99.12337383,91.2,55,706,13527.69428,30895.96787,1728.42205,168.4072573,0,1,0
1207,Maring,CAR,Apayao,2013,2,4,105,982,1,116520.3182,25.88000395,237662.3731,23.93772172,59.95052849,97.72961941,91.2,55,706,8699.932356,10289.53399,2546.370979,212.6264101,0,1,0
1208,Maring,CAR,Benguet,2013,2,4,105,982,1,763245.356,270.0233695,237662.3731,23.93772172,50.59762213,96.12100847,91.2,55,706,13099.59017,176348.4781,1457.417597,1106.049939,0,1,0
1209,Maring,CAR,Ifugao,2013,2,4,105,982,1,198028.4622,75.64083491,237662.3731,23.93772172,62.18274513,98.6277347,91.2,55,706,16292.27013,16762.19245,4146.573791,148.7599922,0,1,0
1210,Maring,CAR,Mt. Province,2013,2,4,105,982,1,154428.6738,64.62992168,237662.3731,23.93772172,63.57005511,98.6277347,91.2,55,706,7390.293087,22818.86891,1104.063414,89.049741,0,1,0
1004,Helen,I,Ilocos Norte,2012,2,4,85,991,2,577912.9212,169.0421707,204000,9.9,56.19141767,100.1951967,92.65748636,119,1021,11697.74808,99226.67211,5340.413759,1302.2834,0,1,0
1005,Helen,I,Ilocos Sur,2012,2,4,85,991,2,670847.6805,258.4159016,204000,17.3,56.59787481,99.78913419,92.65748636,119,1021,20699.71831,107462.3579,5072.034382,819.9399343,0,1,0
1006,Helen,I,La Union,2012,2,4,85,991,2,759490.9641,506.5704632,204000,18.5,59.23274147,103.883048,92.65748636,119,1021,33197.02621,115361.3266,3441.090596,610.6123709,0,1,0
1007,Helen,I,Pangasinan,2012,2,4,85,991,2,2849301.287,522.7509842,204000,20.4,62.19224923,103.883048,92.65748636,119,1021,108250.351,391650.5978,49634.70292,9963.561349,0,1,0
872,Pedring,IV-B,Occidental Mindoro,2011,4,5,140,976.2,3,459659.1596,78.55957773,165314,37.35208076,71.38974247,104.040783,85.68733783,66,706,12682.74924,43197.0362,32338.80173,3586.856252,0,1,0
873,Pedring,IV-B,Oriental Mindoro,2011,4,5,140,976.2,3,796960.1852,188.0341511,165314,31.41093139,67.38912253,102.5607099,85.68733783,66,706,24301.61145,84871.02283,42984.21889,6001.139682,0,1,0
875,Pedring,IV-B,Palawan,2011,4,5,140,976.2,3,1015471.541,59.62576756,165314,27.82202764,73.18211957,104.591543,85.68733783,66,706,42396.4987,56953.64395,121374.3987,4439.874942,0,1,0
874,Pedring,IV-B,Romblon,2011,4,5,140,976.2,3,285678.5309,186.2979106,165314,40.96139038,74.18236595,101.979997,85.68733783,66,706,8497.289155,25688.26556,21210.60918,3337.587322,0,1,0
306,Lando,VII,Bohol,2007,4,10,130,998.3,2,1230110,255,156468,46.65073649,76,103,85.5970357,107,1479,75428,124536,38086,3143,0,1,0
305,Lando,VII,Cebu,2007,4,10,130,998.3,2,3850989,721,156468,29.14924567,70,103,85.5970357,107,1479,299600,423362,73015,10752,0,1,0
307,Lando,VII,Negros Oriental,2007,4,10,130,998.3,2,1231904,227,156468,39.38681738,70,104,85.5970357,107,1479,71702,80420,93789,10488,0,1,0
536,Isang,IV-A,Cavite,2009,2,5,95,983.3,0,3010661.28,1972.548471,249000,3.2,54.30112971,97,93.79809319,236,2022,67688.36554,574033.058,15593.25785,3702.059974,0,1,0
538,Isang,IV-A,Laguna,2009,2,5,95,983.3,0,2602735.147,1349.805338,249000,8.4,54.30112971,98,93.79809319,236,2022,73274.85392,494717.7232,8290.687328,2637.642715,0,1,0
537,Isang,IV-A,Rizal,2009,2,5,95,983.3,0,2421172.978,2047.243883,249000,8.6,56.61856741,100,93.79809319,236,2022,75786.45962,422768.5833,15542.1207,3948.384937,0,1,0
837,Mina,III,Bulacan,2011,4,9,195,975.3,1,2994519.733,1075.737504,245658,7.164154399,54.175657,99.79919517,92.21994794,199,1948,53814.19335,515411.5749,13413.75178,7695.657222,0,1,0
834,Mina,III,Nueva Ecija,2011,4,9,195,975.3,0,1993105.956,350.3013267,245658,26.67825524,57.38718643,101.979997,92.21994794,199,1948,59465.2213,300228.1049,36811.19797,8050.403478,0,1,0
835,Mina,III,Tarlac,2011,4,9,195,975.3,1,1291278.963,423.8579359,245658,16.89473594,58.59446327,101.7710199,92.21994794,199,1948,30304.07451,203878.7273,19208.04661,4022.816224,0,1,0
836,Mina,III,Zambales,2011,4,9,195,975.3,1,768806.1536,201.503441,245658,16.42209989,59.79865318,101.3478409,92.21994794,199,1948,16612.95415,126634.7017,14047.70242,2214.232779,0,1,0
467,Quinta,VII,Cebu,2008,2,3,85,1003.5,1,3953670.469,740.1105333,169677,27.94995141,67.93997009,103,86.6,107,1622,298863.8594,454710.4635,74043.12177,9307.668514,0,1,0
573,Labuyo,VII,Negros Oriental,2009,2,4,95,983.3,0,1268146.727,233.9508072,184000,33.2,65.9405648,104,86.73954953,106,1639.901217,75866.11475,91493.77952,95726.36268,9810.263599,0,1,0
588,Nando,CAR,Kalinga,2009,2,2,65,995.6,0,194967.3503,59.40431874,219000,25.1,67.56418221,106,89.59646007,51,612,13133.47711,19891.26674,3671.347761,238.9092575,0,1,0
841,Mina,VIII,Biliran,2011,4,9,195,975.3,1,163684.0798,305.3750485,163975,30.94927535,73.39002667,102.3483671,73.57768093,78,819,7657.042439,14284.87703,9163.127428,1036.381243,0,1,0
1188,Maring,I,Ilocos Norte,2013,2,4,105,982,1,582925.3474,170.5083283,194907.6413,12.1948872,55.79143808,99.79520308,93,81,1217,11598.22787,100132.78,5312.564527,1290.419882,0,1,0
1187,Maring,I,Ilocos Sur,2013,2,4,105,982,1,677063.3518,260.810228,194907.6413,17.69799095,56.39787732,99.18915601,93,81,1217,20634.06559,108537.4645,5061.96606,796.1900054,0,1,0
1189,Maring,I,La Union,2013,2,4,105,982,1,768439.1365,512.5387762,194907.6413,23.62518468,57.43445121,101.883803,93,81,1217,33067.11204,116648.8626,3431.186438,577.2075133,0,1,0
1190,Maring,I,Pangasinan,2013,2,4,105,982,1,2884668.704,529.2397161,194907.6413,21.34060147,61.79226588,101.883803,93,81,1217,108371.7896,396966.9325,49305.00538,9649.406135,0,1,0
1328,Basyang,XIII,Agusan del Norte,2014,2,3,45,1004,2,681397.3278,198.759521,167968.3713,38.68275044,67,96.42318899,90.63101087,17,750,39361.58607,39972.32907,42626.08192,3311.930087,0,1,0
1329,Basyang,XIII,Dinagat Islands,2014,2,3,45,1004,2,127082.1232,155.4578434,167968.3713,47.4739283,66.19879878,97.57550865,90.63101087,17,750,8130.228755,7752.235772,8023.642302,576.1743147,0,1,0
